Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Gender.     What is your Gender?,CurrentAge.     Current Age,Employment Type.     Employment Type,Classification.     Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
634640883155625000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Part-time,Administration (AO),11-20,1-2
634647786128438000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,,,,,Female,41  45,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634648744738906000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,Interpersonal Conflict,-,-,-,-,Female,51-55,Temporary Full-time,Teacher (including LVT),1-2,1-2
634648747047187000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,51-55,Permanent Full-time,Workplace Training Officer,11-20,11-20
634650545650312000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634653126293281000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Male,26  30,Permanent Full-time,Administration (AO),7-10,7-10
634654936843281000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,41  45,Temporary Full-time,Tutor,5-6,5-6
634662477490156000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,31  35,Temporary Full-time,Workplace Training Officer,Less than 1 year,Less than 1 year
634665151952656000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),7-10,7-10
634665190018906000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),5-6,5-6
634666828449688000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,,,,,
634666854789531000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,41  45,Permanent Full-time,Professional Officer (PO),11-20,11-20
634667551458125000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634667782794219000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634668611537031000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Temporary Full-time,Administration (AO),3-4,3-4
634668639377500000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634671038100781000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634671263031094000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,Study,-,-,-,Female,26  30,Permanent Full-time,Administration (AO),5-6,5-6
634671297286719000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Contract/casual,Teacher (including LVT),1-2,1-2
634674515660156000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,Career Move - Self-employment,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,36  40,Permanent Full-time,Teacher (including LVT),11-20,11-20
634679850935469000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Part-time,Administration (AO),11-20,7-10
634683154020000000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,,,,,
634683356744531000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,20 or younger,Permanent Full-time,Administration (AO),3-4,1-2
634683398688906000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,,,,,,
634683991923437000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Temporary Full-time,Operational (OO),Less than 1 year,Less than 1 year
634684858305469000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,51-55,Temporary Full-time,Professional Officer (PO),3-4,1-2
634685808272500000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634685820372813000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634686574706563000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634686807219219000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,,,,,Female,26  30,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634689222723750000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Full-time,Administration (AO),1-2,1-2
634689360748125000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Part-time,Operational (OO),More than 20 years,7-10
634691779624687000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,Travel,-,-,Female,21  25,Temporary Full-time,Administration (AO),1-2,1-2
634691969682969000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Male,20 or younger,Temporary Full-time,Administration (AO),1-2,1-2
634696179014844000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,26  30,Temporary Full-time,Administration (AO),7-10,Less than 1 year
634696327235313000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,,,,,,,,,,,,,,,,,,
634697120680156000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,,,,,Female,26  30,Temporary Part-time,Administration (AO),3-4,Less than 1 year
634697816674062000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,26  30,Permanent Full-time,Administration (AO),Less than 1 year,5-6
634698719508125000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,21  25,Contract/casual,Tutor,3-4,3-4
634702358502500000,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,Maternity/Family,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,-,-,-,Male,36  40,Permanent Full-time,Teacher (including LVT),3-4,3-4
634702366178594000,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,Interpersonal Conflict,-,-,-,-,Male,31  35,Permanent Full-time,Teacher (including LVT),5-6,1-2
634703091309531000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,-,Ill Health,-,-,Job Dissatisfaction,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,11-20
634704871846406000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634704924682031000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,-,-,-,-,Travel,-,-,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
634707388560312000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634707564443167000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634713425884844000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Workplace Training Officer,1-2,1-2
634715994894531000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,31  35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634716874887187000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Part-time,Administration (AO),1-2,1-2
634722082133437000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,Study,Travel,-,-,Male,21  25,Temporary Full-time,Administration (AO),1-2,1-2
634722949292074000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,41  45,Temporary Full-time,Administration (AO),1-2,1-2
634722992951406000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Female,31  35,Permanent Full-time,Administration (AO),1-2,1-2
634729130865938000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,21  25,Temporary Full-time,Administration (AO),7-10,7-10
634731736579172000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634733451073235000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
634734330047525000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634735049954641000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Part-time,Workplace Training Officer,3-4,3-4
634735216223306000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,51-55,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634741096406900000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Part-time,Administration (AO),1-2,Less than 1 year
634741133763931000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Full-time,Administration (AO),1-2,1-2
634741152023860000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Permanent Full-time,Administration (AO),7-10,7-10
634743600339485000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,11-20
634744466673931000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,,,,,Female,21  25,Temporary Full-time,Workplace Training Officer,3-4,1-2
634744567729869000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Termination,,,,,,,,,,,,,Female,41  45,Temporary Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634745331056829000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Termination,,,,,,,,,,,,,Female,31  35,Temporary Full-time,Operational (OO),3-4,3-4
634747238918391000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,51-55,Permanent Full-time,Administration (AO),More than 20 years,Less than 1 year
634747251670266000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Permanent Full-time,Administration (AO),Less than 1 year,Less than 1 year
634750612273150000,SkillsTech Australia,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,46  50,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634753321028079000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634753384952766000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,51-55,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634757681589172000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634757720169172000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Termination,,,,,,,,,,,,,Male,46  50,Temporary Part-time,Teacher (including LVT),1-2,1-2
634758293915110000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Male,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634758331076119000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Termination,,,,,,,,,,,,,Female,31  35,Temporary Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634759278473860000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634759279560735000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Contract/casual,Teacher (including LVT),1-2,1-2
634760046003775000,SkillsTech Australia,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,Other,-,Female,36  40,Permanent Full-time,Administration (AO),5-6,Less than 1 year
634761889415494000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634761898333619000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634761902772212000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Contract/casual,Teacher (including LVT),11-20,1-2
634761907884088000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Contract/casual,Administration (AO),1-2,Less than 1 year
634761952688281000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,41  45,Contract/casual,Tutor,1-2,1-2
634761961458594000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Contract/casual,Teacher (including LVT),Less than 1 year,5-6
634761977288594000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
634761989628619000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634762562611094000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Contract/casual,Teacher (including LVT),1-2,Less than 1 year
634762639225000000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Termination,,,,,,,,,,,,,Female,41  45,Temporary Part-time,Tutor,5-6,5-6
634762651950963000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Female,56 or older,Contract/casual,Tutor,Less than 1 year,Less than 1 year
634762652611406000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Termination,,,,,,,,,,,,,Female,56 or older,Contract/casual,Teacher (including LVT),Less than 1 year,5-6
634762679684244000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634762760512656000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,46  50,Permanent Full-time,Teacher (including LVT),3-4,3-4
634763621955806000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Temporary Part-time,Administration (AO),1-2,1-2
634763694072500000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Temporary Full-time,Teacher (including LVT),1-2,Less than 1 year
634763735587969000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,31  35,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634764550248750000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Permanent Full-time,Administration (AO),1-2,Less than 1 year
634764565809556000,SkillsTech Australia,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634765328565337000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,21  25,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634765334307187000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634765399956275000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Male,46  50,Contract/casual,Administration (AO),3-4,Less than 1 year
634765421370181000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Temporary Full-time,Teacher (including LVT),7-10,7-10
634768690087369000,Southbank Institute of Technology,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Part-time,Professional Officer (PO),More than 20 years,5-6
634774030826094000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Female,46  50,Temporary Part-time,Professional Officer (PO),Less than 1 year,Less than 1 year
634774048206094000,SkillsTech Australia,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,31  35,Temporary Full-time,Teacher (including LVT),Less than 1 year,5-6
634774723180937000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Male,46  50,Permanent Full-time,Teacher (including LVT),11-20,Less than 1 year
634775905600156000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,36  40,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634776478226875000,Southbank Institute of Technology,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,Travel,-,-,Male,21  25,Temporary Full-time,Administration (AO),1-2,Less than 1 year
634779998192656000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,Other,-,Female,36  40,Temporary Full-time,Administration (AO),1-2,1-2
634781625247656000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,21  25,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634781649658281000,SkillsTech Australia,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634781660507187000,SkillsTech Australia,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634781843688125000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,51-55,Permanent Part-time,Teacher (including LVT),5-6,1-2
634782721630781000,Southbank Institute of Technology,Non-Delivery (corporate),,Resignation,,,,,,,,,,,,,,,,,,
634783353732656000,Southbank Institute of Technology,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634786164810312000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Contract/casual,Administration (AO),1-2,Less than 1 year
634786182825625000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,21  25,Permanent Full-time,Administration (AO),1-2,Less than 1 year
634786910427969000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Full-time,Administration (AO),11-20,11-20
634787730041250000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,Career Move - Public Sector,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634788542900625000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Male,31  35,Temporary Full-time,Administration (AO),1-2,Less than 1 year
634789421680312000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,41  45,Permanent Full-time,Administration (AO),5-6,More than 20 years
634792964190156000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,51-55,Permanent Full-time,Administration (AO),More than 20 years,3-4
634793871139219000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,21  25,Contract/casual,Administration (AO),3-4,3-4
634794639635781000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,21  25,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634794857718438000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Part-time,Teacher (including LVT),1-2,1-2
634799770843437000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,46  50,Temporary Full-time,Teacher (including LVT),1-2,1-2
634800762016250000,Southbank Institute of Technology,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Male,26  30,Temporary Full-time,Administration (AO),3-4,3-4
634806706577344000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,56 or older,Permanent Full-time,Operational (OO),More than 20 years,11-20
634807637421719000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Female,46  50,Permanent Full-time,Administration (AO),7-10,7-10
634810344600000000,Wide Bay Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634811041501719000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,
634811063824844000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,41  45,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634811069432813000,Southbank Institute of Technology,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,Male,26  30,Temporary Full-time,Administration (AO),3-4,3-4
634811182139844000,Southbank Institute of Technology,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
634812805553281000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,Study,-,-,-,Female,21  25,Permanent Full-time,Administration (AO),1-2,3-4
634812941202500000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
634813581041094000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,26  30,Temporary Full-time,Administration (AO),1-2,1-2
634816502884375000,Sunshine Coast Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,36  40,Temporary Full-time,Administration (AO),1-2,1-2
634817208663750000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,Other,-,Female,21  25,Temporary Full-time,Administration (AO),1-2,1-2
634818651570937000,Southbank Institute of Technology,Non-Delivery (corporate),2012.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,,,,,
