ID,SeparationType,Cease Date,DETE Start Date,Role Start Date,Position,Classification,Region,Business Unit,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Gender,Age,Aboriginal,Torres Strait,South Sea,Disability,NESB
624,Resignation-Move overseas/interstate,07/2013,2004,2007,Teacher,Special Education,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
625,Age Retirement,07/2013,1996,2003,Head of Curriculum/Head of Special Education,,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,,,,
626,Resignation-Other reasons,05/2013,2011,2011,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,
627,Resignation-Other reasons,05/2013,2010,2010,Public Servant,A01-A04,Central Office,Other,Permanent Part-time,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,,,,,
628,Ill Health Retirement,05/2013,2000,2000,Teacher Aide,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
629,Age Retirement,04/2014,1976,2007,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,Yes
630,Age Retirement,09/2013,1991,1992,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,,,,
631,Age Retirement,12/2013,2007,2007,Cleaner,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,Female,61 or older,,,,,
632,Resignation-Other reasons,08/2013,2006,2008,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,Male,41-45,,,,Yes,
633,Contract Expired,08/2013,2012,2013,Teacher Aide,,Darling Downs South West,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
634,Ill Health Retirement,06/2013,1991,1991,Cleaner,,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,,,,
635,Age Retirement,08/2013,1982,1982,Cleaner,,Far North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
636,Age Retirement,08/2013,1976,1979,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Female,51-55,,,,,
637,Age Retirement,01/2014,2000,2000,Cleaner,,Far North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
638,Resignation-Other reasons,09/2013,2013,2013,Teacher Aide,,Darling Downs South West,,Casual,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,,,,,
639,Age Retirement,07/2014,1972,1972,Teacher,Secondary,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,,,,,
640,Age Retirement,09/2013,1973,2004,Deputy Principal,,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
641,Other,08/2013,2007,2007,Teacher Aide,,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,,,,,
642,Resignation-Move overseas/interstate,09/2013,2010,2010,"School Based Professional Staff (Therapist, nurse, etc)",,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,36-40,,,,,
643,Resignation-Move overseas/interstate,09/2013,2010,2010,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,31-35,,,,,Yes
644,Voluntary Early Retirement (VER),08/2013,1982,2009,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,Yes,,,
645,Voluntary Early Retirement (VER),10/2013,1976,2008,Teacher,Special Education,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
646,Age Retirement,12/2013,1993,1993,Cleaner,,Not Stated,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
647,Age Retirement,09/2013,1981,1997,Public Servant,AO5-AO7,Central Office,Corporate Strategy and Peformance,Permanent Full-time,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,,,,Yes,
648,Resignation-Other reasons,09/2013,1992,1997,Technical Officer,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,,,,,
649,Other,10/2013,2010,2010,Cleaner,,Not Stated,,Permanent Part-time,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
650,Resignation-Other employer,09/2013,1995,2008,Teacher Aide,,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,
651,Resignation-Other employer,10/2013,1996,2003,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
652,Resignation-Other reasons,09/2013,2010,2012,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,
653,Resignation-Move overseas/interstate,08/2013,1986,1993,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,61 or older,,,,,Yes
654,Age Retirement,09/2013,1970,2013,Teacher,,Central Office,Early Childhood Education and Care,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,,,,
655,Age Retirement,01/2014,1974,1995,Teacher,Special Education,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
656,Age Retirement,09/2013,1970,1994,School Principal,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,Male,56-60,,,,,
657,Other,10/2013,2011,2011,Teacher Aide,,Not Stated,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,
658,Age Retirement,10/2013,1978,1978,Teacher,Primary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,Female,51-55,,,,,
659,Resignation-Move overseas/interstate,09/2013,1971,2002,Teacher,Secondary,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,61 or older,,,,,
660,Resignation-Other reasons,08/2013,1998,Not Stated,Teacher Aide,Primary,Not Stated,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Yes,,,,
661,Age Retirement,09/2013,Not Stated,Not Stated,Cleaner,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
662,Age Retirement,01/2014,1970,2010,Teacher,Secondary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
663,Resignation-Other reasons,09/2013,Not Stated,Not Stated,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,46-50,,,,,
665,Voluntary Early Retirement (VER),06/2013,1969,Not Stated,Public Servant,A01-A04,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,61 or older,,,,,
666,Resignation-Other employer,01/2014,1999,2013,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Male,46-50,,,,,
667,Age Retirement,07/2014,1991,2001,Teacher,Special Education,Darling Downs South West,,Permanent Full-time,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,Female,,,,,,
668,Resignation-Other employer,01/2014,2012,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Temporary Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,
669,Resignation-Other reasons,12/2013,2011,2011,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,41-45,,,,,
670,Age Retirement,01/2014,1983,2002,Guidance Officer,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,61 or older,,,,,
671,Resignation-Move overseas/interstate,12/2013,2013,2013,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Temporary Full-time,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
672,Resignation-Move overseas/interstate,12/2013,2013,2013,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,
673,Resignation-Other employer,12/2013,2009,2009,Teacher,Primary,North Coast,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
674,Age Retirement,01/2014,1969,2001,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,Female,61 or older,,,,,
675,Contract Expired,12/2013,2012,2013,School Administrative Staff,,Metropolitan,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
676,Age Retirement,11/2013,1991,1998,Cleaner,,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,,,,,
677,Voluntary Early Retirement (VER),09/2013,1988,1988,Public Servant,AO8 and Above,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
678,Resignation-Other employer,01/2014,2010,2011,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
679,Ill Health Retirement,12/2013,1991,1991,Teacher,Secondary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,,,,
680,Resignation-Move overseas/interstate,12/2013,2012,2012,,,Central Queensland,,Casual,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,36-40,,,,,
681,Age Retirement,12/2013,2001,2001,Cleaner,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
682,Contract Expired,12/2013,2013,2013,Public Servant,A01-A04,Central Office,Other,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,Yes,Yes,Yes,,
683,Age Retirement,04/2014,1978,1994,Teacher,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,,,,,
684,Resignation-Other employer,11/2013,1988,1991,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,46-50,,,,,
685,Resignation-Other employer,Not Stated,2011,2012,Teacher,Primary,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,
686,Resignation-Other employer,11/2013,2004,2004,Schools Officer,,South East,,Permanent Full-time,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Female,46-50,,,,,
687,Resignation-Other employer,01/2014,1985,2010,Public Servant,AO8 and Above,Central Office,Corporate Strategy and Peformance,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56-60,,,,,
688,Ill Health Retirement,12/2013,Not Stated,Not Stated,Teacher,Primary,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,,,Yes,
689,Resignation-Other reasons,11/2013,2013,2013,Teacher Aide,,Darling Downs South West,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
690,Age Retirement,12/2013,2002,2002,Other,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
691,Age Retirement,Not Stated,1975,1975,Teacher,Secondary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
692,Resignation-Move overseas/interstate,01/2014,2004,2004,Teacher,Secondary,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,31-35,,,,,
693,Resignation-Other employer,01/2014,1998,2013,Teacher,,Darling Downs South West,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,
694,Resignation-Other reasons,12/2013,2012,2012,Teacher,Secondary,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,21-25,,,,,
695,Resignation-Move overseas/interstate,01/2014,2010,2010,Teacher,Secondary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,,,,,
696,Resignation-Other reasons,Not Stated,2012,Not Stated,Teacher Aide,,Metropolitan,,Casual,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,46-50,,,,,
697,Age Retirement,10/2013,2011,2011,Teacher,Primary,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
698,Resignation-Move overseas/interstate,10/2013,2008,2008,Teacher Aide,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,Yes,,,,
699,Age Retirement,10/2013,1974,1989,School Administrative Staff,,North Coast,,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,
700,Resignation-Other reasons,11/2013,2010,2010,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,
701,Age Retirement,Not Stated,2006,2006,Schools Officer,,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
702,Resignation-Other employer,11/2013,2007,2013,Other,,Central Office,Information and Technologies,Casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,
703,Resignation-Other reasons,08/2013,1988,1988,Teacher,Primary,Central Queensland,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
704,Other,09/2013,1998,2006,Cleaner,,Far North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,,,,
705,Resignation-Move overseas/interstate,10/2013,2013,2013,Public Servant,A01-A04,Central Office,"Policy, Research, Legislation",Permanent Full-time,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,
706,Resignation-Other reasons,Not Stated,2006,2007,Teacher Aide,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,41-45,,,,,
707,Age Retirement,11/2013,1984,Not Stated,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
708,Age Retirement,12/2013,1976,1976,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
709,Ill Health Retirement,11/2013,2007,2008,Other,,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,,,,,Yes
710,Ill Health Retirement,Not Stated,Not Stated,Not Stated,Cleaner,,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,Yes,,,,
711,Resignation-Other employer,Not Stated,Not Stated,Not Stated,Teacher,Primary,Central Office,Education Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,
712,Other,12/2013,1990,1990,Teacher Aide,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,Female,56-60,,,,,
713,Age Retirement,01/2014,1978,1978,Teacher,,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
714,Resignation-Other reasons,12/2013,Not Stated,Not Stated,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,61 or older,,,,,
715,Age Retirement,12/2013,1976,2001,Teacher,Special Education,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,,,,
716,Age Retirement,11/2013,1979,1979,Teacher,Primary,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
717,Contract Expired,12/2013,2010,2013,Teacher Aide,,North Queensland,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,
718,Resignation-Other reasons,12/2013,2000,2001,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,,,,,
719,Age Retirement,10/2013,1992,2003,Public Servant,A01-A04,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Female,61 or older,,,,,
720,Contract Expired,Not Stated,2013,2013,Technical Officer,,Central Office,Training and Tertiary Education Queensland,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,41-45,,,,,
721,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Male,26-30,,,,,
722,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,31-35,,,,,Yes
723,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Male,21-25,,,,,
724,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,,,,,
725,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,Central Office,Information and Technologies,Casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,31-35,,,,,
726,Resignation-Other reasons,Not Stated,1984,Not Stated,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,,,,
727,Contract Expired,Not Stated,2013,2013,Public Servant,A01-A04,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,26-30,,,,,
728,Resignation-Other employer,01/2014,1975,1987,Head of Curriculum/Head of Special Education,,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
729,Resignation-Other reasons,01/2014,1980,2003,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,51-55,,,,,
730,Age Retirement,01/2014,1975,2013,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,Female,56-60,,,,,
731,Age Retirement,Not Stated,1978,2004,Deputy Principal,,North Coast,,Permanent Full-time,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
732,Resignation-Other employer,12/2013,1999,1999,Teacher Aide,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
733,Resignation-Other reasons,01/2014,1992,1997,Technical Officer,,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,,,,,
734,Age Retirement,01/2014,1969,1985,Head of Curriculum/Head of Special Education,,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,61 or older,,,,,
735,Age Retirement,Not Stated,1976,1976,Teacher Aide,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
736,Voluntary Early Retirement (VER),10/2013,1989,1989,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
737,Resignation-Move overseas/interstate,10/2013,2006,Not Stated,Cleaner,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Female,61 or older,,,,,
738,Age Retirement,10/2013,1999,2002,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,,,,,
739,Resignation-Other reasons,10/2013,1999,2004,Teacher,Special Education,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
740,Ill Health Retirement,10/2013,1997,2000,Teacher Aide,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
741,Age Retirement,Not Stated,1975,1999,Teacher,Secondary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,56-60,,,,,
742,Age Retirement,Not Stated,1985,1985,Teacher,Primary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,61 or older,,,,,
743,Contract Expired,01/2014,1983,2001,Teacher,Primary,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
744,Age Retirement,01/2014,1995,2003,Teacher,Primary,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,,,,,
745,Age Retirement,09/2014,1986,2012,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
746,Resignation-Other employer,12/2013,1991,2004,Public Servant,A01-A04,Central Office,Information and Technologies,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
747,Age Retirement,Not Stated,Not Stated,Not Stated,Guidance Officer,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,,,,,
748,Age Retirement,01/2014,2003,2003,Teacher,Middle,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,Female,56-60,,,,,
749,Resignation-Move overseas/interstate,01/2014,2008,2008,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,41-45,,,,,
750,Age Retirement,12/2013,1996,1996,Teacher,Special Education,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
751,Voluntary Early Retirement (VER),Not Stated,Not Stated,Not Stated,Teacher,Primary,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,51-55,,,,,
752,Age Retirement,01/2014,1983,1983,Teacher,Primary,North Coast,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
753,Resignation-Other reasons,12/2013,2005,2005,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
754,Resignation-Other reasons,11/2013,1998,Not Stated,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,46-50,,,,Yes,
755,Resignation-Other employer,11/2013,2004,2011,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,31-35,,,,,
756,Age Retirement,Not Stated,1988,2013,Public Servant,A01-A04,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,61 or older,,,,,
757,Resignation-Other employer,12/2013,2012,2013,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,
758,Age Retirement,11/2013,1970,2000,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
759,Age Retirement,01/2014,1975,1991,Head of Curriculum/Head of Special Education,,Darling Downs South West,,Permanent Full-time,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
760,Age Retirement,12/2013,1976,1999,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
761,Voluntary Early Retirement (VER),12/2013,1981,1998,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,
762,Contract Expired,Not Stated,2011,2012,Teacher,Special Education,Darling Downs South West,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
763,Other,12/2013,Not Stated,Not Stated,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,51-55,,,,,
