index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
3873,2019-10-17,Eastern,528.19,454.64,,,64.81,75.77
3874,2019-10-17,NorthEastern,34.89,31.25,,,26.91,12.1
3875,2019-10-18,Northern,711.29,583.54,30.72,35.14,157.27,162.9
3876,2019-10-18,Western,"1,341.76","1,238.35",34.02,44.05,34.47,74.22
3877,2019-10-18,Southern,612.50,484.38,46.77,61.13,84.88,126.43
3878,2019-10-18,Eastern,528.19,462.95,,,64.81,74.54
3879,2019-10-18,NorthEastern,34.89,30.59,,,26.91,11.81
3880,2019-10-19,Northern,713.94,570.67,30.72,35.17,157.27,161.63
3881,2019-10-19,Western,"1,341.76","1,203.20",34.02,44.13,34.47,67.49
3882,2019-10-19,Southern,612.50,491.80,46.77,48.47,84.88,95.36
3883,2019-10-19,Eastern,528.19,455.96,,,64.81,73.25
3884,2019-10-19,NorthEastern,34.89,31.32,,,26.91,11.69
3885,2019-10-20,Northern,711.29,542.82,30.72,35.28,157.27,159.31
3886,2019-10-20,Western,"1,341.76","1,151.99",34.02,44.17,34.47,60.55
3887,2019-10-20,Southern,612.50,453.79,46.77,47.5,84.88,94.38
3888,2019-10-20,Eastern,528.19,438.83,,,64.81,68.23
3889,2019-10-20,NorthEastern,35.47,28.83,,,26.91,11.26
3890,2019-10-21,Northern,711.29,532.82,30.72,35.35,157.27,160.46
3891,2019-10-21,Western,"1,341.76","1,143.61",34.02,44.13,34.47,76.54
3892,2019-10-21,Southern,613.50,447.17,46.77,47.63,84.88,132.52
3893,2019-10-21,Eastern,528.19,426.52,,,64.81,67.59
3894,2019-10-21,NorthEastern,35.47,28.38,,,26.91,10.57
3895,2019-10-22,Northern,714.33,523.80,30.72,35.17,157.27,155.74
3896,2019-10-22,Western,"1,341.76","1,168.27",34.02,44.17,34.47,82.66
3897,2019-10-22,Southern,613.50,440.54,46.77,51.34,84.88,154.61
3898,2019-10-22,Eastern,528.19,431.44,,,64.81,66.35
3899,2019-10-22,NorthEastern,35.47,29.13,,,26.91,11.35
3900,2019-10-23,Northern,714.33,527.15,30.72,34.16,157.27,158.47
3901,2019-10-23,Western,"1,337.94","1,142.78",34.02,44.1,34.47,77.66
3902,2019-10-23,Southern,613.50,422.36,46.77,61.65,84.88,142.68
3903,2019-10-23,Eastern,528.19,438.77,,,64.81,61.47
3904,2019-10-23,NorthEastern,35.47,33.08,,,26.91,10.85
3905,2019-10-24,Northern,714.33,524.94,30.72,35.43,157.27,155.07
3906,2019-10-24,Western,"1,337.94","1,103.60",34.02,44.21,34.47,72.36
3907,2019-10-24,Southern,613.50,405.30,46.77,61.86,84.88,136.76
3908,2019-10-24,Eastern,528.19,416.14,,,64.81,63.73
3909,2019-10-24,NorthEastern,35.47,32.92,,,26.91,10.54
3910,2019-10-25,Northern,714.26,533.61,30.72,32.58,157.27,152.57
3911,2019-10-25,Western,"1,337.94","1,060.10",34.02,44.18,34.47,69.99
3912,2019-10-25,Southern,613.50,399.42,46.77,61.99,84.88,141.52
3913,2019-10-25,Eastern,528.19,390.90,,,64.81,63.93
3914,2019-10-25,NorthEastern,35.47,31.49,,,26.91,10.95
3915,2019-10-26,Northern,714.26,513.71,30.72,30.62,157.27,150.46
3916,2019-10-26,Western,"1,337.94",981.09,34.02,43.3,34.47,62.0
3917,2019-10-26,Southern,603.70,376.55,46.77,61.16,84.88,150.03
3918,2019-10-26,Eastern,528.19,372.94,,,64.81,64.09
3919,2019-10-26,NorthEastern,35.47,29.52,,,26.91,15.42
3920,2019-10-27,Northern,714.26,496.38,30.72,31.47,157.27,153.02
3921,2019-10-27,Western,"1,340.74",918.29,34.02,38.64,34.47,59.51
3922,2019-10-27,Southern,603.70,333.01,46.77,61.07,84.88,140.29
3923,2019-10-27,Eastern,528.19,374.66,,,64.81,64.09
3924,2019-10-27,NorthEastern,35.47,30.46,,,26.91,18.28
3925,2019-10-28,Northern,716.91,452.11,30.72,35.11,157.27,143.97
3926,2019-10-28,Western,"1,340.74",905.77,34.02,38.63,34.47,64.34
3927,2019-10-28,Southern,603.70,310.22,46.77,60.89,84.88,148.61
3928,2019-10-28,Eastern,528.19,382.96,,,64.81,68.18
3929,2019-10-28,NorthEastern,35.47,31.40,,,26.91,15.82
3930,2019-10-29,Northern,716.98,459.38,30.72,31.08,157.27,136.7
3931,2019-10-29,Western,"1,340.74",987.29,34.02,38.6,34.47,41.0
3932,2019-10-29,Southern,603.70,322.37,46.77,60.87,84.88,150.42
3933,2019-10-29,Eastern,527.42,391.34,,,64.81,62.07
3934,2019-10-29,NorthEastern,35.47,34.29,,,26.91,15.76
3935,2019-10-30,Northern,716.98,490.32,30.72,30.97,157.27,138.88
3936,2019-10-30,Western,"1,340.74","1,013.70",34.02,38.56,34.47,50.28
3937,2019-10-30,Southern,603.70,341.24,46.77,61.97,84.88,156.15
3938,2019-10-30,Eastern,527.42,392.62,,,64.81,64.54
3939,2019-10-30,NorthEastern,35.47,35.45,,,26.91,15.42
3940,2019-10-31,Northern,716.98,514.54,30.72,32.28,157.27,138.37
3941,2019-10-31,Western,"1,340.74","1,058.90",34.02,36.59,34.47,49.13
3942,2019-10-31,Southern,603.70,341.38,46.77,61.82,84.88,161.89
3943,2019-10-31,Eastern,527.42,402.32,,,64.81,62.07
3944,2019-10-31,NorthEastern,35.47,34.75,,,26.91,14.93
3945,2019-11-01,Northern,678.04,531.00,30.83,34.09,117.75,140.0
3946,2019-11-01,Western,"1,302.91","1,096.04",23.07,23.79,36.4,54.13
3947,2019-11-01,Southern,580.74,356.70,67.23,61.48,64.27,163.37
3948,2019-11-01,Eastern,480.63,401.70,,,37.92,63.16
3949,2019-11-01,NorthEastern,35.52,34.95,,,18.37,12.94
3950,2019-11-02,Northern,678.04,534.60,30.83,35.19,117.75,136.6
3951,2019-11-02,Western,"1,302.91","1,109.17",23.07,23.97,36.4,56.82
3952,2019-11-02,Southern,580.74,376.99,67.23,53.42,64.27,168.61
3953,2019-11-02,Eastern,480.63,425.24,,,37.92,58.06
3954,2019-11-02,NorthEastern,35.52,34.68,,,18.37,12.39
3955,2019-11-03,Northern,678.15,514.18,30.83,35.4,117.75,136.31
3956,2019-11-03,Western,"1,302.91","1,059.68",23.07,25.39,36.4,50.23
3957,2019-11-03,Southern,580.74,361.95,67.23,61.62,64.27,154.31
3958,2019-11-03,Eastern,480.63,438.64,,,37.92,50.98
3959,2019-11-03,NorthEastern,35.52,35.40,,,18.37,12.19
3960,2019-11-04,Northern,668.86,546.36,30.83,35.13,117.75,136.41
3961,2019-11-04,Western,"1,302.91","1,114.02",23.07,25.59,36.4,53.55
3962,2019-11-04,Southern,580.74,398.19,67.23,61.61,64.27,165.73
3963,2019-11-04,Eastern,480.63,459.75,,,37.92,53.8
3964,2019-11-04,NorthEastern,35.52,35.88,,,18.37,11.59
3965,2019-11-05,Northern,668.86,542.79,30.83,35.44,117.75,138.45
3966,2019-11-05,Western,"1,300.35","1,147.66",23.07,25.75,36.4,49.12
3967,2019-11-05,Southern,580.74,446.18,67.23,59.46,64.27,147.46
3968,2019-11-05,Eastern,480.63,472.65,,,37.92,49.49
3969,2019-11-05,NorthEastern,35.52,36.12,,,18.37,11.37
3970,2019-11-06,Northern,670.82,537.90,30.83,36.48,117.75,130.75
3971,2019-11-06,Western,"1,300.35","1,164.20",23.07,25.69,36.4,44.6
3972,2019-11-06,Southern,580.74,481.58,67.23,56.84,64.27,135.04
3973,2019-11-06,Eastern,480.63,494.02,,,37.92,44.33
3974,2019-11-06,NorthEastern,35.52,35.04,,,18.37,12.19
3975,2019-11-07,Northern,670.82,506.62,30.83,35.49,117.75,135.34
3976,2019-11-07,Western,"1,300.35","1,134.20",23.07,25.69,36.4,36.75
3977,2019-11-07,Southern,571.91,483.72,67.23,55.82,64.27,110.97
3978,2019-11-07,Eastern,480.63,463.50,,,37.92,42.38
3979,2019-11-07,NorthEastern,35.52,33.98,,,18.37,11.84
3980,2019-11-08,Northern,657.39,490.89,30.83,35.31,117.75,134.79
3981,2019-11-08,Western,"1,315.13","1,076.16",23.07,25.64,36.4,31.64
3982,2019-11-08,Southern,571.91,477.80,67.23,55.77,64.27,119.56
3983,2019-11-08,Eastern,484.24,449.91,,,37.92,40.23
3984,2019-11-08,NorthEastern,34.95,33.48,,,18.37,11.33
3985,2019-11-09,Northern,657.39,485.72,30.83,35.56,117.75,136.86
3986,2019-11-09,Western,"1,315.13","1,087.21",23.07,25.74,36.4,36.81
3987,2019-11-09,Southern,576.09,441.54,67.23,55.86,64.27,150.24
3988,2019-11-09,Eastern,484.24,434.75,,,37.92,40.48
3989,2019-11-09,NorthEastern,34.95,34.17,,,18.37,11.12
3990,2019-11-10,Northern,647.61,482.93,30.83,35.67,117.75,134.04
3991,2019-11-10,Western,"1,290.39","1,083.84",23.07,25.66,36.4,33.83
3992,2019-11-10,Southern,576.09,421.66,67.23,55.79,64.27,127.48
3993,2019-11-10,Eastern,474.57,425.11,,,37.92,44.05
3994,2019-11-10,NorthEastern,34.95,32.83,,,18.37,11.79
3995,2019-11-11,Northern,647.61,502.18,30.83,35.66,117.75,134.44
3996,2019-11-11,Western,"1,290.39","1,165.12",23.07,25.66,36.4,40.68
3997,2019-11-11,Southern,576.09,459.99,67.23,55.83,64.27,128.26
3998,2019-11-11,Eastern,474.57,456.92,,,37.92,42.83
3999,2019-11-11,NorthEastern,34.95,33.87,,,18.37,11.6
4000,2019-11-12,Northern,646.97,504.90,30.83,35.53,117.75,133.0
4001,2019-11-12,Western,"1,289.69","1,177.65",23.07,25.66,36.4,50.85
4002,2019-11-12,Southern,576.09,502.55,67.23,56.01,64.27,109.79
4003,2019-11-12,Eastern,471.22,451.63,,,37.92,45.91
4004,2019-11-12,NorthEastern,34.95,35.47,,,18.37,10.99
4005,2019-11-13,Northern,646.97,517.88,30.83,35.53,117.75,131.79
4006,2019-11-13,Western,"1,289.69","1,179.80",23.07,25.6,36.4,51.14
4007,2019-11-13,Southern,576.09,528.67,67.23,56.14,64.27,89.23
4008,2019-11-13,Eastern,471.22,456.31,,,37.92,42.81
4009,2019-11-13,NorthEastern,34.95,35.14,,,18.37,10.26
4010,2019-11-14,Northern,646.97,515.12,30.83,35.47,117.75,130.02
4011,2019-11-14,Western,"1,289.69","1,156.06",23.07,30.61,36.4,45.96
4012,2019-11-14,Southern,576.09,549.56,67.23,56.22,64.27,97.87
4013,2019-11-14,Eastern,471.22,463.33,,,37.92,37.98
4014,2019-11-14,NorthEastern,34.95,35.05,,,18.37,10.38
4015,2019-11-15,Northern,642.80,503.53,30.83,35.59,117.75,131.65
4016,2019-11-15,Western,"1,276.96","1,172.32",23.07,30.98,36.4,36.65
4017,2019-11-15,Southern,586.65,538.57,67.23,57.19,64.27,96.49
4018,2019-11-15,Eastern,484.03,478.46,,,37.92,39.36
4019,2019-11-15,NorthEastern,34.95,36.01,,,18.37,10.34
4020,2019-11-16,Northern,642.80,492.35,30.83,36.09,117.75,133.95
4021,2019-11-16,Western,"1,280.76","1,197.21",23.07,30.93,36.4,26.1
4022,2019-11-16,Southern,586.65,501.18,67.23,57.09,64.27,93.21
4023,2019-11-16,Eastern,474.70,486.77,,,37.92,39.3
4024,2019-11-16,NorthEastern,34.95,35.46,,,18.37,9.84
4025,2019-11-17,Northern,642.80,477.00,30.83,35.67,117.75,135.33
4026,2019-11-17,Western,"1,283.32","1,141.18",23.07,30.93,36.4,24.66
4027,2019-11-17,Southern,586.65,461.26,67.23,57.13,64.27,77.02
4028,2019-11-17,Eastern,474.70,463.35,,,37.92,32.87
4029,2019-11-17,NorthEastern,34.95,34.29,,,18.37,10.02
4030,2019-11-18,Northern,640.72,487.89,30.83,35.66,117.75,131.29
4031,2019-11-18,Western,"1,283.32","1,214.70",23.07,31.05,36.4,35.04
4032,2019-11-18,Southern,586.65,501.93,67.23,57.21,64.27,95.75
4033,2019-11-18,Eastern,474.70,494.38,,,37.92,37.52
4034,2019-11-18,NorthEastern,34.95,32.56,,,18.37,9.72
4035,2019-11-19,Northern,644.14,502.30,30.83,35.84,117.75,132.69
4036,2019-11-19,Western,"1,280.76","1,228.70",23.07,31.16,36.4,51.18
4037,2019-11-19,Southern,586.65,514.56,67.23,57.08,64.27,100.36
4038,2019-11-19,Eastern,478.05,512.93,,,37.92,38.55
4039,2019-11-19,NorthEastern,34.95,36.23,,,18.37,10.16
4040,2019-11-20,Northern,644.14,519.52,30.83,35.76,117.75,126.63
4041,2019-11-20,Western,"1,280.76","1,224.93",23.07,31.18,36.4,53.32
4042,2019-11-20,Southern,590.29,503.77,67.23,56.09,64.27,98.9
4043,2019-11-20,Eastern,478.05,506.26,,,37.92,38.45
4044,2019-11-20,NorthEastern,34.95,37.15,,,18.37,13.9
4045,2019-11-21,Northern,644.14,514.53,30.83,35.78,117.75,123.82
4046,2019-11-21,Western,"1,280.76","1,243.76",23.07,31.02,36.4,47.1
4047,2019-11-21,Southern,590.29,501.12,67.23,55.82,64.27,94.03
4048,2019-11-21,Eastern,478.05,477.12,,,37.92,35.37
4049,2019-11-21,NorthEastern,34.95,36.76,,,18.37,9.62
4050,2019-11-22,Northern,644.89,519.39,30.83,35.64,117.75,123.34
4051,2019-11-22,Western,"1,280.76","1,254.98",23.07,31.07,36.4,44.23
4052,2019-11-22,Southern,590.29,508.13,67.23,56.31,64.27,92.83
4053,2019-11-22,Eastern,478.05,474.62,,,37.92,35.15
4054,2019-11-22,NorthEastern,34.95,37.59,,,18.37,9.43
4055,2019-11-23,Northern,656.52,516.12,30.83,35.8,117.75,125.38
4056,2019-11-23,Western,"1,280.76","1,188.72",23.07,31.04,36.4,49.98
4057,2019-11-23,Southern,590.29,493.02,67.23,56.39,64.27,82.14
4058,2019-11-23,Eastern,478.05,477.91,,,37.92,30.98
4059,2019-11-23,NorthEastern,34.95,36.74,,,18.37,9.79
4060,2019-11-24,Northern,656.16,490.66,30.83,35.77,117.75,127.08
4061,2019-11-24,Western,"1,280.76","1,162.38",23.07,31.04,36.4,40.14
4062,2019-11-24,Southern,590.29,465.62,67.23,56.47,64.27,72.22
4063,2019-11-24,Eastern,474.70,472.58,,,37.92,84.04
4064,2019-11-24,NorthEastern,34.95,35.79,,,18.37,9.49
4065,2019-11-25,Northern,652.41,517.42,30.83,35.64,117.75,130.56
4066,2019-11-25,Western,"1,280.76","1,205.14",23.07,31.03,36.4,45.13
4067,2019-11-25,Southern,590.29,482.87,67.23,56.24,64.27,86.83
4068,2019-11-25,Eastern,474.70,485.56,,,37.92,30.36
4069,2019-11-25,NorthEastern,34.95,36.50,,,18.37,8.95
4070,2019-11-26,Northern,659.61,507.15,30.83,35.7,117.75,128.9
4071,2019-11-26,Western,"1,277.76","1,245.35",23.07,31.03,36.4,43.64
4072,2019-11-26,Southern,603.49,482.34,67.23,56.36,64.27,80.17
4073,2019-11-26,Eastern,474.70,469.71,,,37.92,28.5
4074,2019-11-26,NorthEastern,34.95,35.15,,,18.37,9.25
4075,2019-11-27,Northern,659.61,495.91,30.83,35.69,117.75,128.48
4076,2019-11-27,Western,"1,277.76","1,223.50",23.07,30.98,36.4,41.61
4077,2019-11-27,Southern,599.49,478.34,67.23,57.0,64.27,88.46
4078,2019-11-27,Eastern,474.70,467.05,,,37.92,24.12
4079,2019-11-27,NorthEastern,34.95,35.67,,,18.37,9.13
4080,2019-11-28,Northern,659.61,469.23,30.83,32.74,117.75,137.58
4081,2019-11-28,Western,"1,277.76","1,213.71",23.07,30.94,36.4,42.64
4082,2019-11-28,Southern,599.49,469.19,67.23,60.93,64.27,84.0
4083,2019-11-28,Eastern,474.70,466.69,,,37.92,26.02
4084,2019-11-28,NorthEastern,34.95,35.43,,,18.37,9.26
4085,2019-11-29,Northern,659.97,464.07,30.83,35.92,117.75,133.25
4086,2019-11-29,Western,"1,277.76","1,229.02",23.07,31.07,36.4,48.26
4087,2019-11-29,Southern,599.49,476.32,67.23,61.33,64.27,88.87
4088,2019-11-29,Eastern,478.20,466.84,,,37.92,32.55
4089,2019-11-29,NorthEastern,34.95,36.08,,,18.37,9.04
4090,2019-11-30,Northern,659.97,457.33,30.83,35.94,117.75,130.02
4091,2019-11-30,Western,"1,273.55","1,218.82",23.07,30.9,36.4,53.11
4092,2019-11-30,Southern,599.49,483.80,67.23,54.82,64.27,81.41
4093,2019-11-30,Eastern,478.20,467.16,,,37.92,30.39
4094,2019-11-30,NorthEastern,34.95,34.05,,,18.37,9.1
4095,2019-12-01,Northern,637.62,441.19,30.72,34.13,104.8,128.33
4096,2019-12-01,Western,"1,272.14","1,195.03",23.02,25.52,33.35,42.98
4097,2019-12-01,Southern,604.03,436.72,67.16,60.59,59.11,85.77
4098,2019-12-01,Eastern,470.22,456.47,,,25.63,26.69
4099,2019-12-01,NorthEastern,34.92,35.75,,,14.6,8.76
4100,2019-12-02,Northern,637.72,472.56,30.72,30.47,104.8,128.64
4101,2019-12-02,Western,"1,272.14","1,177.91",23.02,25.51,33.35,58.84
4102,2019-12-02,Southern,604.03,454.70,67.16,50.72,59.11,83.6
4103,2019-12-02,Eastern,464.60,472.86,,,25.63,29.95
4104,2019-12-02,NorthEastern,34.92,37.50,,,14.6,9.13
4105,2019-12-03,Northern,637.72,482.41,30.72,30.53,104.8,124.31
4106,2019-12-03,Western,"1,269.64","1,197.56",23.02,28.16,33.35,46.76
4107,2019-12-03,Southern,604.03,436.23,67.16,52.13,59.11,78.85
4108,2019-12-03,Eastern,464.60,488.24,,,25.63,23.97
4109,2019-12-03,NorthEastern,35.44,36.69,,,14.6,8.13
4110,2019-12-04,Northern,639.36,493.60,30.72,30.31,104.8,127.65
4111,2019-12-04,Western,"1,269.64","1,211.65",23.02,30.82,33.35,53.16
4112,2019-12-04,Southern,604.03,437.85,67.16,52.52,59.11,66.78
4113,2019-12-04,Eastern,467.64,474.32,,,25.63,25.4
4114,2019-12-04,NorthEastern,35.44,35.49,,,14.6,8.29
4115,2019-12-05,Northern,639.36,486.08,30.72,34.86,104.8,131.49
4116,2019-12-05,Western,"1,269.64","1,227.03",23.02,30.77,33.35,58.76
4117,2019-12-05,Southern,613.81,452.38,67.16,57.63,59.11,76.03
4118,2019-12-05,Eastern,467.64,480.52,,,25.63,18.06
4119,2019-12-05,NorthEastern,35.44,35.20,,,14.6,8.39
4120,2019-12-06,Northern,639.36,492.56,30.72,31.34,104.8,130.09
4121,2019-12-06,Western,"1,269.64","1,226.46",23.02,30.97,33.35,54.82
4122,2019-12-06,Southern,613.81,467.99,67.16,59.25,59.11,81.8
4123,2019-12-06,Eastern,486.52,475.91,,,25.63,25.63
4124,2019-12-06,NorthEastern,35.44,37.50,,,14.6,8.05
4125,2019-12-07,Northern,639.36,497.53,30.72,26.8,104.8,128.78
4126,2019-12-07,Western,"1,269.64","1,180.16",23.02,31.05,33.35,58.55
4127,2019-12-07,Southern,613.81,449.02,67.16,59.51,59.11,88.43
4128,2019-12-07,Eastern,486.52,475.01,,,25.63,23.74
4129,2019-12-07,NorthEastern,35.44,36.51,,,14.6,8.02
4130,2019-12-08,Northern,639.36,482.98,30.72,25.66,104.8,131.35
4131,2019-12-08,Western,"1,269.64","1,160.90",23.02,30.95,33.35,47.98
4132,2019-12-08,Southern,613.81,420.92,67.16,59.49,59.11,83.58
4133,2019-12-08,Eastern,486.52,458.64,,,25.63,30.36
4134,2019-12-08,NorthEastern,35.44,34.39,,,14.6,7.98
4135,2019-12-09,Northern,641.66,507.81,30.72,25.62,104.8,131.4
4136,2019-12-09,Western,"1,269.64","1,265.63",23.02,30.95,33.35,61.26
4137,2019-12-09,Southern,613.81,455.56,67.16,58.43,59.11,94.46
4138,2019-12-09,Eastern,486.52,449.20,,,25.63,41.88
4139,2019-12-09,NorthEastern,35.44,37.96,,,14.6,7.83
4140,2019-12-10,Northern,632.96,530.27,30.72,31.08,104.8,126.37
4141,2019-12-10,Western,"1,269.64","1,279.90",23.02,28.99,33.35,55.78
4142,2019-12-10,Southern,613.81,490.00,67.16,58.31,59.11,89.13
4143,2019-12-10,Eastern,490.61,472.14,,,25.63,40.9
4144,2019-12-10,NorthEastern,35.44,39.26,,,14.6,7.81
4145,2019-12-11,Northern,632.96,547.47,30.72,31.19,104.8,127.84
4146,2019-12-11,Western,"1,269.64","1,303.91",23.02,29.02,33.35,49.91
4147,2019-12-11,Southern,609.81,517.19,67.16,58.51,59.11,81.81
4148,2019-12-11,Eastern,487.61,495.95,,,25.63,35.3
4149,2019-12-11,NorthEastern,35.44,36.96,,,14.6,8.65
4150,2019-12-12,Northern,632.96,524.95,30.72,31.2,104.8,124.17
4151,2019-12-12,Western,"1,269.64","1,276.76",23.02,29.11,33.35,40.24
4152,2019-12-12,Southern,622.71,519.08,67.16,58.5,59.11,72.36
4153,2019-12-12,Eastern,487.61,495.20,,,25.63,33.13
4154,2019-12-12,NorthEastern,35.44,33.51,,,14.6,7.89
4155,2019-12-13,Northern,636.75,444.66,30.72,30.39,104.8,129.37
4156,2019-12-13,Western,"1,269.64","1,217.18",23.02,27.55,33.35,35.05
4157,2019-12-13,Southern,627.34,504.79,67.16,58.37,59.11,76.02
4158,2019-12-13,Eastern,487.61,464.60,,,25.63,33.3
4159,2019-12-13,NorthEastern,35.44,28.24,,,14.6,7.93
4160,2019-12-14,Northern,628.64,467.18,30.72,31.29,104.8,129.83
4161,2019-12-14,Western,"1,269.64","1,230.67",23.02,30.76,33.35,46.74
4162,2019-12-14,Southern,624.03,497.24,67.16,58.63,59.11,73.6
4163,2019-12-14,Eastern,487.61,477.59,,,25.63,23.63
4164,2019-12-14,NorthEastern,35.44,29.33,,,14.6,7.68
4165,2019-12-15,Northern,626.80,451.08,30.72,35.19,104.8,121.14
4166,2019-12-15,Western,"1,283.14","1,149.71",23.02,30.78,33.35,36.09
4167,2019-12-15,Southern,624.03,471.65,67.16,48.93,59.11,64.95
4168,2019-12-15,Eastern,487.61,463.70,,,25.63,24.33
4169,2019-12-15,NorthEastern,35.44,27.69,,,14.6,7.42
4170,2019-12-16,Northern,646.42,473.89,30.72,35.31,104.8,122.52
4171,2019-12-16,Western,"1,282.46","1,168.15",34.02,30.78,33.35,44.06
4172,2019-12-16,Southern,630.85,474.17,67.16,45.41,59.11,80.61
4173,2019-12-16,Eastern,487.61,477.76,,,25.63,27.61
4174,2019-12-16,NorthEastern,35.44,28.17,,,14.6,7.34
4175,2019-12-17,Northern,646.42,497.25,30.72,35.44,104.8,117.26
4176,2019-12-17,Western,"1,282.46","1,196.45",34.02,30.75,33.35,37.64
4177,2019-12-17,Southern,630.85,480.87,67.16,45.42,59.11,77.71
4178,2019-12-17,Eastern,487.61,480.24,,,25.63,29.74
4179,2019-12-17,NorthEastern,35.44,29.37,,,14.6,7.13
4180,2019-12-18,Northern,650.57,521.85,30.72,35.59,104.8,118.37
4181,2019-12-18,Western,"1,282.46","1,227.56",34.02,30.79,33.35,45.61
4182,2019-12-18,Southern,630.85,509.82,67.16,46.3,59.11,81.16
4183,2019-12-18,Eastern,487.61,486.96,,,25.63,33.44
4184,2019-12-18,NorthEastern,35.44,33.70,,,14.6,7.43
4185,2019-12-19,Northern,673.50,538.82,30.72,35.57,104.8,115.51
4186,2019-12-19,Western,"1,283.14","1,270.86",34.02,30.68,33.35,46.96
4187,2019-12-19,Southern,630.85,519.60,67.16,46.54,59.11,73.71
4188,2019-12-19,Eastern,487.61,490.95,,,25.63,32.3
4189,2019-12-19,NorthEastern,35.44,35.27,,,14.6,7.5
4190,2019-12-20,Northern,675.92,555.64,30.72,35.74,104.8,114.98
4191,2019-12-20,Western,"1,266.45","1,313.94",34.02,30.0,33.35,48.0
4192,2019-12-20,Southern,630.85,546.03,67.16,46.42,59.11,87.21
4193,2019-12-20,Eastern,487.65,497.85,,,25.63,35.11
4194,2019-12-20,NorthEastern,35.44,37.92,,,14.6,7.29
4195,2019-12-21,Northern,676.30,534.94,30.72,35.4,104.8,121.51
4196,2019-12-21,Western,"1,280.89","1,288.91",34.02,28.73,33.35,44.02
4197,2019-12-21,Southern,630.85,520.08,67.16,46.32,59.11,72.62
4198,2019-12-21,Eastern,483.80,495.35,,,25.63,30.69
4199,2019-12-21,NorthEastern,35.44,35.17,,,14.6,7.3
4200,2019-12-22,Northern,676.30,526.88,30.72,35.57,104.8,114.97
4201,2019-12-22,Western,"1,280.89","1,210.92",34.02,29.94,33.35,41.77
4202,2019-12-22,Southern,630.85,506.90,67.16,46.39,59.11,66.43
4203,2019-12-22,Eastern,483.80,464.07,,,25.63,26.79
4204,2019-12-22,NorthEastern,35.44,35.21,,,14.6,7.13
4205,2019-12-23,Northern,676.30,556.70,30.72,35.54,104.8,122.0
4206,2019-12-23,Western,"1,280.89","1,264.70",34.02,30.22,33.35,52.95
4207,2019-12-23,Southern,630.85,543.02,67.16,46.23,59.11,91.83
4208,2019-12-23,Eastern,479.85,466.78,,,25.63,31.61
4209,2019-12-23,NorthEastern,35.44,31.12,,,14.6,7.85
4210,2019-12-24,Northern,676.30,576.51,30.72,36.44,104.8,119.63
4211,2019-12-24,Western,"1,280.89","1,298.92",34.02,30.32,33.35,51.22
4212,2019-12-24,Southern,630.85,553.94,67.16,46.25,59.11,89.58
4213,2019-12-24,Eastern,479.85,478.71,,,25.63,26.69
4214,2019-12-24,NorthEastern,35.44,30.99,,,14.6,8.03
4215,2019-12-25,Northern,676.30,582.85,30.72,33.53,104.8,119.1
4216,2019-12-25,Western,"1,280.89","1,297.97",34.02,30.23,33.35,41.41
4217,2019-12-25,Southern,626.85,532.18,67.16,45.46,59.11,80.73
4218,2019-12-25,Eastern,479.56,479.94,,,25.63,26.69
4219,2019-12-25,NorthEastern,35.44,36.81,,,14.6,7.55
4220,2019-12-26,Northern,685.97,591.90,30.72,36.57,104.8,116.5
4221,2019-12-26,Western,"1,280.89","1,293.50",34.02,30.04,33.35,37.34
4222,2019-12-26,Southern,635.02,584.08,67.16,45.44,59.11,82.27
4223,2019-12-26,Eastern,485.39,484.45,,,25.63,24.7
4224,2019-12-26,NorthEastern,35.44,37.35,,,14.6,7.64
4225,2019-12-27,Northern,685.97,589.75,30.72,36.69,104.8,115.0
4226,2019-12-27,Western,"1,289.27","1,285.53",34.02,30.14,33.35,37.73
4227,2019-12-27,Southern,635.02,570.11,67.16,46.93,59.11,83.08
4228,2019-12-27,Eastern,490.97,486.30,,,25.63,28.65
4229,2019-12-27,NorthEastern,35.44,37.47,,,14.6,7.15
4230,2019-12-28,Northern,685.97,558.54,30.72,36.69,104.8,114.31
4231,2019-12-28,Western,"1,290.10","1,289.93",34.02,30.2,33.35,35.79
4232,2019-12-28,Southern,635.02,550.02,67.16,46.85,59.11,74.12
4233,2019-12-28,Eastern,490.97,482.81,,,25.63,26.58
4234,2019-12-28,NorthEastern,35.44,37.04,,,14.6,7.28
4235,2019-12-29,Northern,685.97,545.82,30.72,36.69,104.8,120.21
4236,2019-12-29,Western,"1,290.10","1,264.32",34.02,30.21,33.35,42.75
4237,2019-12-29,Southern,635.02,521.21,67.16,46.82,59.11,70.22
4238,2019-12-29,Eastern,490.97,463.46,,,25.63,24.66
4239,2019-12-29,NorthEastern,35.44,36.53,,,14.6,7.6
4240,2019-12-30,Northern,685.97,586.28,30.72,36.68,104.8,122.56
4241,2019-12-30,Western,"1,290.10","1,293.35",34.02,30.5,33.35,41.5
4242,2019-12-30,Southern,635.02,534.75,67.16,45.39,59.11,86.0
4243,2019-12-30,Eastern,490.97,475.78,,,25.63,30.25
4244,2019-12-30,NorthEastern,35.44,38.33,,,14.6,7.38
4245,2019-12-31,Northern,703.04,597.52,30.72,36.71,104.8,114.53
