SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,yearmonth,CleanedAmount
819,12/05/2017,Log 9 Materials,Technology,NanoTech product developer,Bangalore,GEMs,Seed Funding,nan,nan,2017,2017-05-01,-999.0
820,12/05/2017,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,"4,66,000",nan,2017,2017-05-01,466000.0
821,12/05/2017,Aequm,E-Commerce,Cloud ECommerce platform,Bangalore,undisclosed investors,Seed Funding,"10,00,000",nan,2017,2017-05-01,1000000.0
822,15/05/2017,Zapty,Technology,Project Management tool,Bangalore,IdeaSpring Capital,Seed Funding,"5,00,000",nan,2017,2017-05-01,500000.0
823,15/05/2017,Vernacular.ai,Technology,Multi-lingual AI Platform for Businesses,Bangalore,Kstart Capital,Seed Funding,nan,nan,2017,2017-05-01,-999.0
824,16/05/2017,Niki.ai,Technology,AI-based chatbot,Bangalore,SAP,Private Equity,nan,nan,2017,2017-05-01,-999.0
825,16/05/2017,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,"30,00,000",nan,2017,2017-05-01,3000000.0
826,16/05/2017,Fynd,E-Commerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,"5,00,000",nan,2017,2017-05-01,500000.0
827,17/05/2017,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed Funding,"2,50,000",nan,2017,2017-05-01,250000.0
828,17/05/2017,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,"53,00,000",nan,2017,2017-05-01,5300000.0
829,18/05/2017,The Good Life,E-Commerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,"10,00,000",nan,2017,2017-05-01,1000000.0
830,18/05/2017,PumpKart,E-Commerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Seed Funding,nan,nan,2017,2017-05-01,-999.0
831,18/05/2017,Paytm,E-Commerce,Mobile Wallet & ECommerce platform,Bangalore,SoftBank Group,Private Equity,"1,40,00,00,000",nan,2017,2017-05-01,1400000000.0
832,19/05/2017,EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,"10,00,000",nan,2017,2017-05-01,1000000.0
833,19/05/2017,HealthSutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,nan,nan,2017,2017-05-01,-999.0
834,20/05/2017,YepMe,E-Commerce,Private Fashion Brand etailer,NCR,Gokaldas Exports Ltd,Private Equity,nan,nan,2017,2017-05-01,-999.0
835,22/05/2017,Delhivery,Logistics,ECommerce Logistics provider,NCR,Fosun International,Private Equity,"3,00,00,000",nan,2017,2017-05-01,30000000.0
836,22/05/2017,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,"5,00,000",nan,2017,2017-05-01,500000.0
837,23/05/2017,TravelSpice,E-Commerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,Seed Funding,nan,nan,2017,2017-05-01,-999.0
838,23/05/2017,Magicpin,Consumer Internet,Hyperlocal discovery platform,NCR,"Lightspeed Venture Partners, Vy Capital,",Private Equity,"66,00,000",nan,2017,2017-05-01,6600000.0
839,23/05/2017,The Print,Consumer Internet,News Portal,NCR,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,nan,nan,2017,2017-05-01,-999.0
840,23/05/2017,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,"10,00,000",nan,2017,2017-05-01,1000000.0
841,24/05/2017,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,"5,80,000",nan,2017,2017-05-01,580000.0
842,25/05/2017,Aye Finance,Finance,Non-Banking Financial Company,NCR,Blue Orchard,Private Equity,"80,00,000",nan,2017,2017-05-01,8000000.0
843,26/05/2017,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,nan,nan,2017,2017-05-01,-999.0
844,29/05/2017,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,nan,Seed Funding,nan,nan,2017,2017-05-01,-999.0
845,29/05/2017,Nivesh,Consumer Internet,Online MF investment platform,NCR,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,nan,nan,2017,2017-05-01,-999.0
846,29/05/2017,Wowflux,Technology,image Processing solution,NCR,Undisclosed Investors,Seed Funding,nan,nan,2017,2017-05-01,-999.0
847,29/05/2017,Collateral Medical,E-Commerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Equity,"35,00,000",nan,2017,2017-05-01,3500000.0
848,30/05/2017,Loadshare,Logistics,Express Logistics Network,Bangalore,Matrix Partners,Seed Funding,nan,nan,2017,2017-05-01,-999.0
849,30/05/2017,SimpliLend,Consumer Internet,Online lending platform,NCR,Undisclosed Investors,Seed Funding,nan,nan,2017,2017-05-01,-999.0
